"user_id","game","behavior","hours"
"100311267","""Dirty Bomb""","purchase","1.0"
"100311267","""Double Action Boogaloo""","play","0.4"
"100311267","""F.E.A.R. Online""","play","1.4"
"100311267","""BioShock Infinite""","purchase","1.0"
"100311267","""DmC Devil May Cry""","play","0.4"
"100311267","""Red Faction II""","purchase","1.0"
"100311267","""Warframe""","purchase","1.0"
"100311267","""Dirty Bomb""","play","0.3"
"100311267","""PAYDAY The Heist""","purchase","1.0"
"100311267","""Red Faction""","purchase","1.0"
"100311267","""Crash Time II""","purchase","1.0"
"100311267","""Rust""","purchase","1.0"
"100311267","""Resident Evil Revelations 2 / Biohazard Revelations 2""","purchase","1.0"
"100311267","""Smashmuck Champions""","play","1.2"
"100311267","""Strider""","purchase","1.0"
"100311267","""Red Faction Armageddon""","purchase","1.0"
"100311267","""WARMODE""","purchase","1.0"
"100311267","""Dungeonland""","purchase","1.0"
"100311267","""Dungeons & Dragons Online""","purchase","1.0"
"100311267","""Dino D-Day""","play","0.2"
"100311267","""Weird Worlds Return to Infinite Space""","purchase","1.0"
"100311267","""Resident Evil Revelations / Biohazard Revelations""","purchase","1.0"
"100311267","""Gun Monkeys""","purchase","1.0"
"100311267","""Pyramid Raid""","purchase","1.0"
"100311267","""PlanetSide 2""","play","0.1"
"100311267","""Double Action Boogaloo""","purchase","1.0"
"100311267","""Path of Exile""","purchase","1.0"
"100311267","""Vertiginous Golf""","play","0.2"
"100311267","""Deadbreed""","purchase","1.0"
"100311267","""Vertiginous Golf""","purchase","1.0"
"100311267","""Unturned""","play","1.1"
"100311267","""APB Reloaded""","purchase","1.0"
"100311267","""Modular Combat""","purchase","1.0"
"100311267","""Shadow Warrior""","play","2.1"
"100311267","""Defiance""","play","0.2"
"100311267","""Anarchy Arcade""","play","0.3"
"100311267","""Garry's Mod""","purchase","1.0"
"100311267","""Chaos Domain""","purchase","1.0"
"100311267","""Aftermath""","purchase","1.0"
"100311267","""APB Reloaded""","play","1.4"
"100311267","""Aftermath""","play","1.3"
"100311267","""Lost Lands A Hidden Object Adventure""","purchase","1.0"
"100311267","""Enclave""","purchase","1.0"
"100311267","""Red Faction""","play","0.5"
"100311267","""ArcheAge""","play","0.9"
"100311267","""Red Faction Armageddon Soundtrack""","purchase","1.0"
"100311267","""Metro Conflict""","play","3.2"
"100311267","""Red Faction Armageddon""","play","0.9"
"100311267","""Unturned""","purchase","1.0"
"100311267","""Ultra Street Fighter IV""","purchase","1.0"
"100311267","""RACE 07""","purchase","1.0"
"100311267","""Counter-Strike Nexon Zombies""","purchase","1.0"
"100311267","""Survarium""","purchase","1.0"
"100311267","""Trove""","purchase","1.0"
"100311267","""XCOM Enemy Unknown""","purchase","1.0"
"100311267","""The Culling Of The Cows""","purchase","1.0"
"100311267","""AdVenture Capitalist""","play","1.7"
"100311267","""Bionic Commando Rearmed""","purchase","1.0"
"100311267","""DmC Devil May Cry""","purchase","1.0"
"100311267","""Fractured Space""","purchase","1.0"
"100311267","""Remember Me""","purchase","1.0"
"100311267","""Lost Planet 3""","play","0.8"
"100311267","""Anarchy Arcade""","purchase","1.0"
"100311267","""Amnesia The Dark Descent""","purchase","1.0"
"100311267","""Frozen Free Fall Snowball Fight""","purchase","1.0"
"100311267","""Lost Planet 3""","purchase","1.0"
"100311267","""Trove""","play","5.1"
"100311267","""Sanctum""","purchase","1.0"
"100311267","""Warframe""","play","13.9"
"100311267","""Knights and Merchants""","purchase","1.0"
"100311267","""Moonbase Alpha""","purchase","1.0"
"100311267","""Deadbreed  Undertaker Beta Pack""","purchase","1.0"
"100311267","""DC Universe Online""","purchase","1.0"
"100311267","""Counter-Strike Global Offensive""","play","25.0"
"100311267","""Modular Combat""","play","0.1"
"100311267","""Viscera Cleanup Detail Shadow Warrior""","purchase","1.0"
"100311267","""Realms of the Haunting""","purchase","1.0"
"100311267","""Canyon Capers""","purchase","1.0"
"100311267","""Defiance""","purchase","1.0"
"100311267","""Afterfall InSanity Extended Edition""","purchase","1.0"
"100311267","""Red Faction Guerrilla Steam Edition""","play","1.0"
"100311267","""Pyramid Raid""","play","0.2"
"100311267","""No More Room in Hell""","play","8.1"
"100311267","""Viscera Cleanup Detail Shadow Warrior""","play","0.6"
"100311267","""F.E.A.R. Online""","purchase","1.0"
"100311267","""Remember Me""","play","0.9"
"100311267","""Call of Duty World at War""","purchase","1.0"
"100311267","""Ionball 2  Ionstorm""","purchase","1.0"
"100311267","""Rust""","play","4.9"
"100311267","""Marine Sharpshooter II Jungle Warfare""","purchase","1.0"
"100311267","""Pid ""","purchase","1.0"
"100311267","""Nosgoth""","purchase","1.0"
"100311267","""Shadow Warrior""","purchase","1.0"
"100311267","""Survarium""","play","0.4"
"100311267","""sZone-Online""","purchase","1.0"
"100311267","""Cry of Fear""","purchase","1.0"
"100311267","""Smashmuck Champions""","purchase","1.0"
"100311267","""H1Z1 Test Server""","purchase","1.0"
"100311267","""Tom Clancy's Ghost Recon Phantoms - EU""","play","1.2"
"100311267","""Call of Duty World at War""","play","7.8"
"100311267","""Fistful of Frags""","purchase","1.0"
"100311267","""Afterfall InSanity Extended Edition""","play","0.2"
"100311267","""Fallout 4""","purchase","1.0"
"100311267","""DC Universe Online""","play","4.0"
"100311267","""Pirates of Black Cove Gold""","purchase","1.0"
"100311267","""Neverwinter""","play","7.5"
"100311267","""resident evil 4 / biohazard 4""","purchase","1.0"
"100311267","""Counter-Strike Nexon Zombies""","play","0.3"
"100311267","""AdVenture Capitalist""","purchase","1.0"
"100311267","""Dino D-Day""","purchase","1.0"
"100311267","""Disney Infinity 3.0 Play Without Limits""","purchase","1.0"
"100311267","""Garry's Mod""","play","94.0"
"100311267","""Red Faction Guerrilla Steam Edition""","purchase","1.0"
"100311267","""RaceRoom Racing Experience ""","purchase","1.0"
"100311267","""America's Army Proving Grounds""","purchase","1.0"
"100311267","""Heroes & Generals""","play","0.2"
"100311267","""Metro Conflict""","purchase","1.0"
"100311267","""No More Room in Hell""","purchase","1.0"
"100311267","""Fallout 4""","play","12.0"
"100311267","""Frozen Free Fall Snowball Fight""","play","0.1"
"100311267","""PAYDAY 2""","purchase","1.0"
"100311267","""Resident Evil 5 / Biohazard 5""","purchase","1.0"
"100311267","""GTR Evolution""","purchase","1.0"
"100311267","""Neverwinter""","purchase","1.0"
"100311267","""PAYDAY The Heist""","play","0.9"
"100311267","""Dead Island Epidemic""","play","0.2"
"100311267","""Deadbreed""","play","0.5"
"100311267","""Counter-Strike Global Offensive""","purchase","1.0"
"100311267","""WARMODE""","play","0.9"
"100311267","""Path of Exile""","play","4.5"
"100311267","""East India Company Gold""","purchase","1.0"
"100311267","""PlanetSide 2""","purchase","1.0"
"100311267","""Fistful of Frags""","play","0.2"
"100311267","""Lost Lands A Hidden Object Adventure""","play","0.1"
"100311267","""Team Fortress 2""","purchase","1.0"
"100311267","""RACE 07""","play","0.2"
"100311267","""Dead Island Epidemic""","purchase","1.0"
"100311267","""Tom Clancy's Ghost Recon Phantoms - EU""","purchase","1.0"
"100322840","""Terraria""","play","354.0"
"100322840","""Unturned""","play","12.6"
"100322840","""Terraria""","purchase","1.0"
"100322840","""Unturned""","purchase","1.0"
"100351493","""Fallout 3 - Game of the Year Edition""","play","8.0"
"100351493","""Portal Stories Mel""","purchase","1.0"
"100351493","""Portal""","purchase","1.0"
"100351493","""PlanetSide 2""","play","1.4"
"100351493","""Sid Meier's Civilization IV Colonization""","purchase","1.0"
"100351493","""Sid Meier's Civilization IV Warlords""","purchase","1.0"
"100351493","""CRYENGINE""","play","0.1"
"100351493","""EVE Online""","play","36.0"
"100351493","""Fallout 4""","purchase","1.0"
"100351493","""Thinking with Time Machine""","purchase","1.0"
"100351493","""Portal 2""","play","1.9"
"100351493","""Take On Mars""","play","2.1"
"100351493","""The Talos Principle""","play","3.4"
"100351493","""Fallout 3 - Game of the Year Edition""","purchase","1.0"
"100351493","""The Stanley Parable""","play","10.6"
"100351493","""Nevermind""","purchase","1.0"
"100351493","""Portal 2""","purchase","1.0"
"100351493","""Sid Meier's Civilization IV""","purchase","1.0"
"100351493","""Fallout 3""","purchase","1.0"
"100351493","""The Beginner's Guide""","play","2.8"
"100351493","""Uplink""","play","1.9"
"100351493","""Rexaura""","play","0.1"
"100351493","""Space Engineers""","purchase","1.0"
"100351493","""CRYENGINE""","purchase","1.0"
"100351493","""Rexaura""","purchase","1.0"
"100351493","""World of Goo""","purchase","1.0"
"100351493","""BioShock Infinite""","purchase","1.0"
"100351493","""PlanetSide 2""","purchase","1.0"
"100351493","""BioShock""","play","0.4"
"100351493","""Magicka""","purchase","1.0"
"100351493","""Take On Mars""","purchase","1.0"
"100351493","""The Beginner's Guide""","purchase","1.0"
"100351493","""Sid Meier's Civilization V""","play","1.5"
"100351493","""The Talos Principle""","purchase","1.0"
"100351493","""The Stanley Parable""","purchase","1.0"
"100351493","""Magicka""","play","2.9"
"100351493","""Uplink""","purchase","1.0"
"100351493","""Nevermind""","play","36.0"
"100351493","""A Story About My Uncle""","play","0.7"
"100351493","""Sid Meier's Civilization V""","purchase","1.0"
"100351493","""Cities Skylines""","play","10.4"
"100351493","""World of Goo""","play","0.8"
"100351493","""BioShock 2""","purchase","1.0"
"100351493","""Sid Meier's Civilization IV Beyond the Sword""","purchase","1.0"
"100351493","""BioShock""","purchase","1.0"
"100351493","""Portal Stories Mel""","play","2.4"
"100351493","""Fallout 4""","play","35.0"
"100351493","""Space Engineers""","play","0.4"
"100351493","""Sid Meier's Civilization IV""","play","6.4"
"100351493","""EVE Online""","purchase","1.0"
"100351493","""Fallout 3""","play","9.3"
"100351493","""A Story About My Uncle""","purchase","1.0"
"100351493","""Cities Skylines""","purchase","1.0"
"100353577","""Dota 2""","play","57.0"
"100353577","""Dota 2""","purchase","1.0"
"100359523","""DOOM 3 BFG Edition""","purchase","1.0"
"100359523","""Neverwinter""","purchase","1.0"
"100359523","""Call of Duty Modern Warfare 3 - Multiplayer""","play","4.4"
"100359523","""Homefront""","purchase","1.0"
"100359523","""Panzar""","purchase","1.0"
"100359523","""Call of Duty Modern Warfare 3""","play","143.0"
"100359523","""Call of Duty Modern Warfare 3 - Multiplayer""","purchase","1.0"
"100359523","""DOOM 3 BFG Edition""","play","77.0"
"100359523","""Call of Duty Modern Warfare 3""","purchase","1.0"
"100359523","""Neverwinter""","play","0.2"
"100359523","""RIFT""","play","55.0"
"100359523","""Homefront""","play","14.7"
"100359523","""RIFT""","purchase","1.0"
"100412579","""Order of War""","purchase","1.0"
"100412579","""Order of War""","play","2.2"
"100431715","""Fallout New Vegas Courier's Stash""","purchase","1.0"
"100431715","""Half-Life 2 Episode One""","purchase","1.0"
"100431715","""BioShock Infinite""","play","1.0"
"100431715","""Portal""","play","0.9"
"100431715","""Max Payne 3""","purchase","1.0"
"100431715","""BioShock Infinite""","purchase","1.0"
"100431715","""Half-Life 2 Lost Coast""","play","0.5"
"100431715","""Fallout New Vegas""","purchase","1.0"
"100431715","""Cities Skylines""","play","11.1"
"100431715","""Fallout New Vegas Dead Money""","purchase","1.0"
"100431715","""Fallout New Vegas""","play","1.8"
"100431715","""Portal""","purchase","1.0"
"100431715","""Half-Life 2 Episode Two""","purchase","1.0"
"100431715","""Portal 2""","purchase","1.0"
"100431715","""Portal 2""","play","0.2"
"100431715","""Fallout New Vegas Honest Hearts""","purchase","1.0"
"100431715","""Half-Life 2""","purchase","1.0"
"100431715","""Cities Skylines""","purchase","1.0"
"100431715","""Half-Life 2 Lost Coast""","purchase","1.0"
"100431715","""Half-Life 2""","play","11.6"
"100431715","""Max Payne 3""","play","1.3"
"100431715","""Mafia II""","purchase","1.0"
"100444456","""Metro 2033""","play","0.4"
"100444456","""Metro 2033""","purchase","1.0"
"100444456","""Dead Island Riptide""","play","2.1"
"100444456","""Team Fortress 2""","play","10.3"
"100444456","""Dying Light""","play","0.3"
"100444456","""Dead Island""","purchase","1.0"
"100444456","""Dead Island""","play","37.0"
"100444456","""Team Fortress 2""","purchase","1.0"
"100444456","""Dead Island Riptide""","purchase","1.0"
"100444456","""Dying Light""","purchase","1.0"
"100444456","""WAKFU""","purchase","1.0"
"100444456","""WAKFU""","play","14.1"
"100478352","""The Elder Scrolls V Skyrim""","play","37.0"
"100478352","""The Elder Scrolls V Skyrim""","purchase","1.0"
"100519466","""Space Engineers""","play","83.0"
"100519466","""Rocket League""","play","9.7"
"100519466","""Arma 2 Operation Arrowhead""","purchase","1.0"
"100519466","""Sniper Ghost Warrior 2""","play","24.0"
"100519466","""SimCity 4 Deluxe""","purchase","1.0"
"100519466","""Marvel Heroes 2015""","purchase","1.0"
"100519466","""Sniper Ghost Warrior 2""","purchase","1.0"
"100519466","""Euro Truck Simulator 2""","play","29.0"
"100519466","""Euro Truck Simulator 2 - Going East!""","purchase","1.0"
"100519466","""Skyrim High Resolution Texture Pack""","purchase","1.0"
"100519466","""Tactical Intervention""","play","0.3"
"100519466","""ARK Survival Evolved""","purchase","1.0"
"100519466","""The Elder Scrolls V Skyrim""","play","3.5"
"100519466","""Portal 2""","purchase","1.0"
"100519466","""Need for Speed SHIFT""","purchase","1.0"
"100519466","""Team Fortress 2""","purchase","1.0"
"100519466","""Arma 3 Helicopters""","purchase","1.0"
"100519466","""APB Reloaded""","purchase","1.0"
"100519466","""Space Engineers""","purchase","1.0"
"100519466","""Rocket League""","purchase","1.0"
"100519466","""Sniper Ghost Warrior""","purchase","1.0"
"100519466","""Saints Row IV""","purchase","1.0"
"100519466","""Dead Island""","purchase","1.0"
"100519466","""Warframe""","play","6.6"
"100519466","""Arma 3 Karts""","purchase","1.0"
"100519466","""Arma 2 DayZ Mod""","purchase","1.0"
"100519466","""Pid ""","purchase","1.0"
"100519466","""Arma Cold War Assault""","purchase","1.0"
"100519466","""Rise of Nations Extended Edition""","purchase","1.0"
"100519466","""War Thunder""","play","1.6"
"100519466","""Borderlands 2""","play","15.6"
"100519466","""Robocraft""","purchase","1.0"
"100519466","""Saints Row The Third""","play","114.0"
"100519466","""SpeedRunners""","purchase","1.0"
"100519466","""Sniper Ghost Warrior 2 Multiplayer Expansion Pack""","purchase","1.0"
"100519466","""Loadout""","purchase","1.0"
"100519466","""Sid Meier's Civilization Beyond Earth""","play","5.3"
"100519466","""Dead Island""","play","6.9"
"100519466","""PlanetSide 2""","play","3.4"
"100519466","""Don't Starve Together Beta""","purchase","1.0"
"100519466","""Clicker Heroes""","purchase","1.0"
"100519466","""Rise of Nations Extended Edition""","play","6.7"
"100519466","""Don't Starve""","purchase","1.0"
"100519466","""BLOCKADE 3D""","purchase","1.0"
"100519466","""Arma 2""","play","0.8"
"100519466","""Farming Simulator 15""","purchase","1.0"
"100519466","""Toribash""","play","0.4"
"100519466","""Garry's Mod""","play","188.0"
"100519466","""Need for Speed SHIFT""","play","1.8"
"100519466","""SpeedRunners""","play","1.2"
"100519466","""War Thunder""","purchase","1.0"
"100519466","""PAYDAY 2""","play","30.0"
"100519466","""Saints Row IV""","play","0.6"
"100519466","""Garry's Mod""","purchase","1.0"
"100519466","""ARK Survival Evolved""","play","183.0"
"100519466","""Arma 2""","purchase","1.0"
"100519466","""PAYDAY 2""","purchase","1.0"
"100519466","""Arma 3 Marksmen""","purchase","1.0"
"100519466","""Arma 3""","purchase","1.0"
"100519466","""PlanetSide 2""","purchase","1.0"
"100519466","""Euro Truck Simulator 2""","purchase","1.0"
"100519466","""Stronghold HD""","purchase","1.0"
"100519466","""Age of Empires II HD Edition""","purchase","1.0"
"100519466","""HAWKEN""","purchase","1.0"
"100519466","""Sniper Ghost Warrior""","play","32.0"
"100519466","""Dishonored""","play","14.8"
"100519466","""APB Reloaded""","play","1.4"
"100519466","""Toribash""","purchase","1.0"
"100519466","""Robocraft""","play","73.0"
"100519466","""Dishonored""","purchase","1.0"
"100519466","""Warframe""","purchase","1.0"
"100519466","""Borderlands 2""","purchase","1.0"
"100519466","""Farming Simulator 15""","play","25.0"
"100519466","""Saints Row The Third""","purchase","1.0"
"100519466","""Sid Meier's Civilization Beyond Earth""","purchase","1.0"
"100519466","""Portal 2""","play","15.0"
"100519466","""Arma 2 Operation Arrowhead Beta (Obsolete)""","purchase","1.0"
"100519466","""RADical ROACH Deluxe Edition""","purchase","1.0"
"100519466","""BLOCKADE 3D""","play","19.4"
"100519466","""HAWKEN""","play","17.7"
"100519466","""The Elder Scrolls V Skyrim""","purchase","1.0"
"100519466","""Team Fortress 2""","play","36.0"
"100519466","""Arma 3 Zeus""","purchase","1.0"
"100519466","""The Mighty Quest For Epic Loot""","purchase","1.0"
"100519466","""Tactical Intervention""","purchase","1.0"
"100519466","""Arma 2 Operation Arrowhead""","play","147.0"
"100519466","""Arma 3""","play","2484.0"
"100519466","""Don't Starve""","play","3.6"
"100607499","""Total War SHOGUN 2""","play","2.4"
"100607499","""Total War SHOGUN 2 - Fall of the Samurai""","purchase","1.0"
"100607499","""Total War SHOGUN 2""","purchase","1.0"
"100616360","""Team Fortress 2""","play","1.7"
"100616360","""Team Fortress 2""","purchase","1.0"
"100630947","""Aura Kingdom""","purchase","1.0"
"100630947","""Left 4 Dead 2""","play","0.1"
"100630947","""Left 4 Dead 2""","purchase","1.0"
"100630947","""Rust""","play","3.4"
"100630947","""Dota 2""","purchase","1.0"
"100630947","""Dota 2""","play","10442.0"
"100630947","""Aura Kingdom""","play","0.2"
"100630947","""Rust""","purchase","1.0"
"100630947","""Free to Play""","purchase","1.0"
"100630947","""Counter-Strike Global Offensive""","purchase","1.0"
"100630947","""No More Room in Hell""","purchase","1.0"
"100630947","""War Thunder""","purchase","1.0"
"100630947","""FreeStyle2 Street Basketball""","purchase","1.0"
"100630947","""Counter-Strike Global Offensive""","play","405.0"
"100630947","""FreeStyle2 Street Basketball""","play","2.5"
"100630947","""The Lord of the Rings Online""","purchase","1.0"
"10064100","""Half-Life 2 Deathmatch""","purchase","1.0"
"10064100","""Half-Life 2""","purchase","1.0"
"10064100","""Half-Life 2""","play","1.7"
"10064100","""Half-Life 2 Lost Coast""","purchase","1.0"
"10064100","""Counter-Strike Source""","play","0.2"
"10064100","""Counter-Strike Source""","purchase","1.0"
"100642975","""Stronghold Kingdoms""","purchase","1.0"
"100642975","""Faerie Solitaire""","purchase","1.0"
"100642975","""Left 4 Dead 2""","purchase","1.0"
"100642975","""Red Orchestra 2 Heroes of Stalingrad - Single Player""","purchase","1.0"
"100642975","""Rising Storm/Red Orchestra 2 Multiplayer""","purchase","1.0"
"1006880","""Counter-Strike""","purchase","1.0"
"1006880","""Half-Life""","purchase","1.0"
"1006880","""Half-Life Blue Shift""","purchase","1.0"
"1006880","""Half-Life Opposing Force""","purchase","1.0"
"1006880","""Ricochet""","purchase","1.0"
"1006880","""Deathmatch Classic""","purchase","1.0"
"1006880","""Day of Defeat""","purchase","1.0"
"1006880","""Team Fortress Classic""","purchase","1.0"
"100719181","""Dota 2""","purchase","1.0"
"100719181","""Unturned""","purchase","1.0"
"100719181","""Trove""","play","1.7"
"100719181","""FreeStyle2 Street Basketball""","play","1.0"
"100719181","""Aura Kingdom""","play","0.1"
"100719181","""Heroes & Generals""","purchase","1.0"
"100719181","""BLOCKADE 3D""","purchase","1.0"
"100719181","""Total War SHOGUN 2 - Fall of the Samurai""","purchase","1.0"
"100719181","""Only If""","purchase","1.0"
"100719181","""Terraria""","play","11.7"
"100719181","""Fishing Planet""","play","3.4"
"100719181","""Garry's Mod""","purchase","1.0"
"100719181","""Order of War Challenge""","purchase","1.0"
"100719181","""No More Room in Hell""","purchase","1.0"
"100719181","""Rising Storm/Red Orchestra 2 Multiplayer""","play","26.0"
"100719181","""Marvel Heroes 2015""","purchase","1.0"
"100719181","""Rome Total War""","purchase","1.0"
"100719181","""Day of Defeat Source""","purchase","1.0"
"100719181","""Counter-Strike Global Offensive""","purchase","1.0"
"100719181","""DC Universe Online""","purchase","1.0"
"100719181","""Counter-Strike Condition Zero""","purchase","1.0"
"100719181","""Total War SHOGUN 2""","play","40.0"
"100719181","""Deathmatch Classic""","purchase","1.0"
"100719181","""Half-Life 2 Episode Two""","purchase","1.0"
"100719181","""Counter-Strike Condition Zero Deleted Scenes""","purchase","1.0"
"100719181","""Trove""","purchase","1.0"
"100719181","""Counter-Strike Source""","purchase","1.0"
"100719181","""Team Fortress 2""","play","29.0"
"100719181","""Left 4 Dead""","purchase","1.0"
"100719181","""Order of War Challenge""","play","3.1"
"100719181","""Garry's Mod""","play","29.0"
"100719181","""Red Orchestra 2 Heroes of Stalingrad - Single Player""","purchase","1.0"
"100719181","""Total War SHOGUN 2""","purchase","1.0"
"100719181","""Half-Life 2 Lost Coast""","purchase","1.0"
"100719181","""Half-Life""","purchase","1.0"
"100719181","""Team Fortress 2""","purchase","1.0"
"100719181","""Everlasting Summer""","purchase","1.0"
"100719181","""Warframe""","purchase","1.0"
"100719181","""Counter-Strike""","purchase","1.0"
"100719181","""Neverwinter""","purchase","1.0"
"100719181","""Counter-Strike Global Offensive""","play","61.0"
"100719181","""Portal""","purchase","1.0"
"100719181","""Half-Life Source""","purchase","1.0"
"100719181","""Half-Life 2""","purchase","1.0"
"100719181","""Rising Storm/Red Orchestra 2 Multiplayer""","purchase","1.0"
"100719181","""Half-Life Deathmatch Source""","purchase","1.0"
"100719181","""Aura Kingdom""","purchase","1.0"
"100719181","""Left 4 Dead 2""","play","7.0"
"100719181","""Portal 2""","purchase","1.0"
"100719181","""DC Universe Online""","play","15.7"
"100719181","""XCOM Enemy Unknown""","purchase","1.0"
"100719181","""Left 4 Dead 2""","purchase","1.0"
"100719181","""Tom Clancy's Ghost Recon Phantoms - EU""","play","0.2"
"100719181","""Dead Island Epidemic""","purchase","1.0"
"100719181","""FreeStyle2 Street Basketball""","purchase","1.0"
