"user_id","product_id","cart_time_days","page_view","read_review"
2,125,2880,48,False
2,126,5760,8,True
2,127,5760,44,True
2,128,1440,109,True
2,129,1440,98,False
2,130,2880,17,True
2,131,5760,106,True
2,132,1440,94,True
2,133,1440,86,True
2,134,4320,19,True
2,135,2880,55,False
2,136,2880,115,False
2,137,4320,53,True
2,138,2880,61,True
2,139,7200,66,True
2,140,7200,110,True
2,141,2880,83,False
2,142,5760,82,True
2,143,4320,119,False
2,144,5760,26,False
2,145,4320,113,True
2,146,4320,115,False
2,147,4320,87,True
2,148,1440,48,True
2,149,7200,38,False
2,150,1440,27,True
2,151,5760,61,False
2,152,1440,26,False
2,153,7200,21,False
2,154,4320,19,False
2,155,2880,96,True
2,156,5760,45,False
2,157,4320,51,False
2,158,2880,94,True
2,159,4320,107,False
2,160,2880,89,False
2,161,1440,72,False
2,162,5760,105,False
2,163,2880,16,True
2,164,5760,71,False
2,165,7200,86,True
2,166,2880,80,False
2,167,1440,50,False
2,168,7200,119,True
2,169,1440,42,False
2,170,1440,74,True
2,171,5760,29,True
2,172,5760,115,False
2,173,7200,53,False
2,174,1440,112,True
2,175,4320,103,True
2,176,4320,9,False
2,177,5760,5,True
2,178,4320,48,False
2,179,7200,59,True
2,180,5760,73,True
2,181,7200,116,False
2,182,7200,60,False
2,183,4320,47,True
2,184,1440,86,True
2,185,2880,90,False
2,186,5760,29,True
2,187,1440,34,True
2,188,2880,58,True
2,189,7200,7,False
2,190,5760,99,False
2,191,2880,67,True
2,192,1440,115,True
2,193,2880,87,True
2,194,5760,104,False
2,195,5760,49,False
2,196,5760,35,False
2,197,2880,18,False
2,198,1440,107,True
2,199,7200,44,False
2,200,5760,34,True
2,201,7200,102,False
2,202,5760,88,False
2,203,1440,53,False
2,204,4320,30,False
2,205,7200,111,True
2,206,5760,5,True
2,207,2880,110,True
2,208,1440,101,True
2,209,7200,31,False
2,210,5760,73,False
2,211,7200,82,False
2,212,5760,109,True
2,213,2880,67,True
2,214,2880,36,True
2,215,7200,104,True
2,216,4320,46,True
2,217,7200,101,True
2,218,5760,114,False
2,219,5760,10,False
2,220,5760,115,True
2,221,4320,93,False
2,222,4320,35,True
2,223,4320,64,True
2,224,5760,96,True
2,225,4320,70,True
2,226,2880,28,False
2,227,4320,106,True
2,228,2880,102,True
2,229,1440,89,True
2,230,5760,97,False
2,231,2880,52,True
2,232,7200,37,False
2,233,5760,112,True
2,234,7200,36,False
2,235,1440,100,False
2,236,2880,109,True
2,237,1440,80,False
2,238,5760,47,True
2,239,7200,80,True
2,240,4320,116,False
2,241,5760,35,False
2,242,7200,97,True
2,243,4320,45,False
2,244,5760,14,False
2,245,1440,114,True
2,246,1440,14,False
2,247,2880,57,True
2,248,2880,16,False
2,249,7200,45,False
2,250,7200,6,False
2,251,7200,114,True
2,252,7200,46,False
2,253,2880,82,False
2,254,7200,99,True
2,255,5760,116,True
2,256,5760,67,True
2,257,5760,24,False
2,258,1440,77,False
2,259,2880,84,False
2,260,7200,36,True
2,261,1440,83,True
2,262,2880,17,True
2,263,5760,101,False
2,264,1440,61,False
2,265,5760,8,True
2,266,5760,73,True
2,267,2880,79,False
2,268,2880,91,True
2,269,4320,119,True
2,270,4320,29,False
2,271,5760,31,False
2,272,5760,107,True
2,273,5760,37,False
2,274,7200,108,False
2,275,2880,105,True
2,276,7200,23,False
2,277,1440,43,True
2,278,4320,39,True
2,279,1440,66,True
2,280,2880,27,False
2,281,1440,98,False
2,282,1440,56,False
2,283,7200,43,True
2,284,7200,97,True
2,285,7200,71,True
2,286,4320,79,False
2,287,5760,39,False
2,288,2880,112,False
2,289,4320,7,False
2,290,7200,116,True
2,291,4320,100,False
2,292,5760,112,False
2,293,1440,117,True
2,294,7200,113,True
2,295,7200,85,False
2,296,7200,82,False
2,297,4320,39,False
2,298,2880,112,True
2,299,1440,9,True
2,300,7200,93,False
3,1,2880,85,False
3,2,7200,118,True
3,3,1440,23,True
3,4,2880,94,False
3,5,2880,66,True
3,6,7200,68,False
3,7,5760,86,False
3,8,5760,50,False
3,9,7200,78,False
3,10,7200,12,True
3,11,5760,39,False
3,12,2880,82,True
3,13,1440,18,True
3,14,4320,9,True
3,15,7200,16,True
3,16,2880,105,False
3,17,1440,31,True
3,18,2880,75,False
3,19,7200,26,False
3,20,2880,61,False
3,21,2880,15,True
3,22,4320,93,False
3,23,1440,80,False
3,24,2880,38,True
3,25,1440,89,True
3,26,4320,46,True
3,27,2880,97,False
3,28,1440,57,True
3,29,5760,79,False
3,30,2880,23,True
3,31,2880,8,True
3,32,4320,48,False
3,33,2880,114,True
3,34,4320,98,False
3,35,5760,7,False
3,36,1440,96,True
3,37,2880,34,False
3,38,5760,24,False
3,39,5760,8,False
3,40,2880,13,False
3,41,1440,78,True
3,42,7200,107,False
3,43,2880,17,False
3,44,2880,56,False
3,45,5760,98,False
3,46,4320,98,True
3,47,5760,63,True
3,48,2880,14,False
3,49,1440,95,True
3,50,1440,6,True
3,51,2880,77,True
3,52,1440,86,False
3,53,7200,40,False
3,54,7200,35,False
3,55,7200,75,False
3,56,7200,102,False
3,57,5760,15,True
3,58,2880,87,True
3,59,2880,111,False
3,60,5760,16,False
3,61,1440,19,False
3,62,4320,30,True
3,63,4320,12,True
3,64,4320,39,True
3,65,4320,61,True
3,66,1440,43,True
3,67,5760,76,True
3,68,4320,30,False
3,69,5760,39,True
3,70,5760,69,False
3,71,5760,83,True
3,72,5760,33,False
3,73,2880,13,True
3,74,1440,116,False
3,75,4320,68,False
3,76,7200,28,False
3,77,1440,57,False
3,78,1440,93,True
3,79,7200,104,True
3,80,7200,76,False
3,81,1440,73,True
3,82,4320,35,True
3,83,5760,77,False
3,84,7200,86,False
3,85,1440,41,True
3,86,2880,15,False
3,87,1440,48,True
3,88,7200,62,True
3,89,1440,29,True
3,90,1440,73,False
3,91,5760,23,False
3,92,7200,6,False
3,93,5760,28,True
3,94,2880,106,True
3,95,4320,39,False
3,96,4320,46,True
3,97,4320,110,True
3,98,4320,49,True
3,99,1440,65,False
3,100,1440,86,True
3,101,7200,19,True
3,102,7200,78,False
3,103,5760,47,False
3,104,5760,105,True
3,105,5760,87,True
3,106,7200,69,False
3,107,4320,14,True
3,108,4320,110,False
3,109,2880,95,True
3,110,4320,32,False
3,111,2880,106,True
3,112,1440,102,False
3,113,2880,9,False
3,114,2880,35,False
3,115,7200,83,True
3,116,2880,119,False
3,117,7200,31,False
3,118,4320,40,True
3,119,7200,94,False
3,120,5760,17,False
3,121,5760,117,False
3,122,5760,41,True
3,123,4320,8,True
3,124,7200,77,False
3,125,5760,110,False
3,126,7200,44,False
3,127,7200,60,False
3,128,1440,120,True
3,129,4320,29,True
3,130,4320,12,False
3,131,4320,82,False
3,132,4320,33,False
3,133,5760,17,False
3,134,7200,118,False
3,135,2880,73,False
3,136,2880,81,True
3,137,5760,120,True
3,138,2880,9,False
3,139,5760,101,True
3,140,2880,105,True
3,141,7200,85,True
3,142,7200,9,True
3,143,1440,57,True
3,144,7200,106,False
3,145,7200,65,False
3,146,7200,31,False
3,147,5760,119,False
3,148,1440,59,True
3,149,7200,72,False
3,150,7200,84,True
3,151,4320,97,True
3,152,7200,71,False
3,153,2880,41,True
3,154,7200,113,True
3,155,2880,38,False
3,156,7200,119,True
3,157,4320,68,True
3,158,7200,8,True
3,159,7200,9,True
3,160,7200,24,False
3,161,4320,23,False
3,162,1440,75,False
3,163,2880,60,False
3,164,2880,7,True
3,165,4320,91,True
3,166,2880,90,True
3,167,5760,65,True
3,168,2880,75,True
3,169,1440,113,True
3,170,2880,88,True
3,171,2880,28,False
3,172,2880,90,False
3,173,1440,57,True
3,174,7200,54,False
3,175,1440,51,False
3,176,4320,96,False
3,177,7200,76,True
3,178,5760,13,True
3,179,7200,61,True
3,180,4320,94,True
3,181,2880,74,False
3,182,1440,102,False
3,183,7200,45,False
3,184,4320,110,True
3,185,1440,59,True
3,186,5760,59,True
3,187,7200,71,False
3,188,7200,87,True
3,189,1440,67,True
3,190,1440,12,False
3,191,7200,65,False
3,192,1440,92,False
3,193,7200,89,False
3,194,4320,29,False
3,195,5760,29,False
3,196,4320,25,False
3,197,5760,80,True
3,198,4320,27,True
3,199,2880,81,False
3,200,5760,67,False
3,201,1440,115,True
3,202,1440,54,True
3,203,1440,57,False
3,204,5760,14,False
3,205,5760,52,False
3,206,5760,31,True
3,207,1440,34,True
3,208,5760,78,True
3,209,2880,49,True
3,210,1440,89,False
3,211,7200,31,True
3,212,7200,32,True
3,213,5760,74,True
3,214,1440,101,False
3,215,5760,44,False
3,216,4320,5,False
3,217,5760,7,True
3,218,2880,114,False
3,219,4320,99,False
3,220,1440,58,False
3,221,5760,105,False
3,222,5760,22,False
3,223,5760,53,True
3,224,2880,71,True
3,225,2880,5,True
3,226,7200,17,True
3,227,7200,75,True
3,228,7200,18,False
3,229,4320,23,False
3,230,5760,37,False
3,231,1440,65,True
3,232,7200,23,False
3,233,7200,100,True
3,234,1440,93,False
3,235,7200,56,True
3,236,2880,65,False
3,237,5760,60,True
3,238,5760,10,False
3,239,2880,51,True
3,240,7200,108,False
3,241,2880,52,False
3,242,7200,54,True
3,243,2880,72,True
3,244,7200,33,False
3,245,2880,29,False
3,246,5760,105,False
3,247,2880,12,False
3,248,7200,35,False
3,249,2880,16,False
3,250,5760,10,True
3,251,5760,43,False
3,252,4320,100,False
3,253,4320,6,True
3,254,7200,102,False
3,255,2880,37,True
3,256,2880,98,True
3,257,5760,8,True
3,258,5760,15,True
3,259,2880,65,False
3,260,7200,50,True
3,261,7200,74,False
3,262,1440,29,True
3,263,1440,82,False
3,264,2880,63,True
3,265,4320,103,True
3,266,1440,38,True
3,267,1440,43,True
3,268,5760,118,True
3,269,5760,7,False
3,270,4320,14,False
3,271,7200,13,True
3,272,5760,110,True
3,273,2880,98,True
3,274,1440,87,False
3,275,4320,92,True
3,276,5760,33,False
3,277,7200,88,True
3,278,7200,18,False
3,279,2880,16,True
3,280,4320,94,True
3,281,7200,40,True
3,282,4320,37,False
3,283,5760,64,False
3,284,5760,42,False
3,285,5760,74,False
3,286,1440,27,False
3,287,2880,40,False
3,288,5760,23,True
3,289,5760,97,False
3,290,1440,107,False
3,291,7200,19,False
3,292,7200,46,True
3,293,1440,29,True
3,294,2880,98,False
3,295,1440,47,True
3,296,1440,95,False
3,297,7200,42,True
3,298,4320,62,False
3,299,4320,90,True
3,300,2880,45,True
4,1,1440,92,True
4,2,7200,34,True
4,3,1440,20,False
4,4,2880,36,False
4,5,7200,76,True
4,6,4320,34,True
4,7,4320,46,False
4,8,4320,107,False
4,9,4320,109,False
4,10,5760,55,False
4,11,5760,34,False
4,12,1440,37,False
4,13,4320,61,False
4,14,4320,112,True
4,15,1440,37,False
4,16,5760,42,True
4,17,2880,42,True
4,18,7200,102,False
4,19,1440,54,False
4,20,5760,25,True
4,21,5760,114,True
4,22,5760,49,True
4,23,2880,103,False
4,24,2880,33,False
4,25,5760,107,True
4,26,2880,37,True
4,27,7200,60,True
4,28,7200,15,False
4,29,2880,119,False
4,30,4320,86,False
4,31,5760,15,False
4,32,5760,97,False
4,33,5760,75,False
4,34,7200,45,False
4,35,5760,17,False
4,36,5760,54,True
4,37,4320,92,False
4,38,2880,83,True
4,39,1440,34,False
4,40,1440,107,True
4,41,5760,113,False
4,42,7200,44,False
4,43,4320,20,True
4,44,1440,92,True
4,45,5760,39,False
4,46,2880,55,False
4,47,7200,32,False
4,48,5760,6,True
4,49,7200,102,True
4,50,5760,51,False
4,51,5760,106,True
4,52,4320,101,True
4,53,1440,114,True
4,54,1440,11,True
4,55,5760,20,False
4,56,4320,38,False
4,57,4320,59,True
4,58,7200,46,False
4,59,2880,31,True
4,60,1440,18,True
4,61,7200,70,False
4,62,4320,52,False
4,63,4320,111,False
4,64,7200,114,True
4,65,1440,52,False
4,66,1440,99,False
4,67,4320,92,True
4,68,2880,56,False
4,69,5760,93,True
4,70,4320,65,False
4,71,5760,47,False
4,72,5760,64,True
4,73,1440,26,False
4,74,4320,12,True
4,75,2880,31,False
4,76,1440,107,False
4,77,5760,12,True
4,78,5760,8,True
4,79,7200,62,True
4,80,5760,117,True
4,81,1440,118,False
4,82,4320,71,True
4,83,1440,17,True
4,84,1440,55,False
4,85,7200,77,False
4,86,4320,69,False
4,87,5760,27,True
4,88,5760,71,True
4,89,7200,83,True
4,90,5760,25,False
4,91,7200,62,True
4,92,1440,120,True
4,93,4320,22,True
4,94,2880,56,False
4,95,1440,89,False
4,96,4320,116,False
4,97,2880,20,True
4,98,1440,78,False
4,99,7200,100,True
4,100,5760,64,True
